...1,BIB,Nombre,Tiempo Oficial,Tiempo Chip,Paso por Km,Velocidad Media,Split 5k,Split 10k,Split 15k,Split 20k
3499,21847,VERONICA ALEJANDRA VENTURA RAMOS,02:51:37,02:20:39,06:38 /km,8.999 km/h,00:35:11,01:08:37,01:43:37,02:14:16
3500,14886,ALEJANDRA ZAPATA DE LA ROSA,02:59:43,02:20:40,06:38 /km,8.998 km/h,00:31:07,01:03:33,01:38:01,02:13:55
3501,29159,MONIQUE HOEFER FISCHER,02:56:46,02:20:41,06:38 /km,8.998 km/h,00:31:15,01:04:31,01:39:25,02:13:45
3502,2904,MAYRA TORNERO ROSAS,02:41:16,02:20:41,06:38 /km,8.998 km/h,00:33:18,01:07:06,01:41:34,02:14:07
3503,10864,ANDREA GONZALEZ MALDONADO,02:59:00,02:20:41,06:38 /km,8.998 km/h,00:33:53,01:06:58,01:40:18,02:13:45
3504,29125,YULISSA GALICIA TOLENTINO,02:56:23,02:20:41,06:38 /km,8.997 km/h,00:30:35,01:02:49,01:38:06,02:13:20
3505,23739,ANDREA SALGADO GOMEZ,02:52:39,02:20:42,06:38 /km,8.997 km/h,00:33:23,01:06:57,01:40:36,02:13:36
3506,24769,DANIELA SERRANO HAMPARZUMIAN,02:33:14,02:20:43,06:38 /km,8.995 km/h,00:29:25,01:03:30,01:38:41,02:13:36
3507,21987,DANA CEVADA REVUELTA,02:58:19,02:20:43,06:38 /km,8.995 km/h,00:32:04,01:03:42,01:39:29,02:13:51
3508,9914,SANDRA ROJO MARTINEZ,03:07:17,02:20:44,06:38 /km,8.995 km/h,00:31:52,01:04:59,01:40:01,02:13:34
3509,26895,REGINA ABEDROP PAYRO,02:51:54,02:20:44,06:38 /km,8.994 km/h,00:29:45,01:04:50,01:40:02,02:14:02
3510,2876,NATALIA ANDRADE CARBAJAL,03:08:32,02:20:45,06:38 /km,8.993 km/h,00:33:36,01:06:55,01:41:11,02:13:51
3511,20005,ALEJANDRA MONTSERRAT BRAVO HERRERA,03:07:27,02:20:46,06:38 /km,8.992 km/h,00:32:33,01:05:50,01:39:30,02:13:46
3512,21497,ESPERANZA OLIVARES LOPEZ,02:33:38,02:20:47,06:38 /km,8.992 km/h,00:33:57,01:08:51,01:43:15,02:14:40
3513,18221,VALERIA TORRES RIZO,02:57:55,02:20:47,06:38 /km,8.991 km/h,00:37:25,01:10:12,01:43:47,02:14:30
3514,13717,CAROLINA JIMÉNEZ ROJAS,02:52:57,02:20:48,06:38 /km,8.990 km/h,00:32:45,01:04:48,01:40:21,02:14:13
3515,13785,JIYEON HWANG HWANG,02:33:14,02:20:48,06:38 /km,8.990 km/h,00:29:29,01:02:51,01:38:45,02:13:46
3516,6678,MIRIAM MOSQUEDA GONZÁLEZ,02:56:38,02:20:49,06:38 /km,8.990 km/h,00:33:46,01:07:47,01:42:00,02:14:21
3517,15170,JACQUELINE CID DE LEON BECERRA,02:35:07,02:20:49,06:38 /km,8.989 km/h,00:32:37,01:06:17,01:40:23,02:14:10
3518,28238,FRIDA GABRIELA MONTES FAJARDO,02:42:20,02:20:51,06:38 /km,8.987 km/h,00:31:45,01:04:23,01:37:52,02:13:58
3519,13453,LEYDI JANICE MARTÍNEZ SANTIAGO,02:58:34,02:20:52,06:38 /km,8.987 km/h,00:31:46,01:04:36,01:39:47,02:13:36
3520,1864,CECILIA CONSTANZA VARGAS SALGADO,02:34:18,02:20:52,06:38 /km,8.985 km/h,00:33:32,01:07:53,01:41:41,02:14:12
3521,1948,HEIBY SAGRARIO PINEDA CÁRDENAS,02:35:40,02:20:53,06:38 /km,8.985 km/h,00:33:14,01:06:29,01:40:45,02:14:07
3522,11215,LIDIA ESTRADA VILLEGAS,03:09:10,02:20:53,06:38 /km,8.985 km/h,00:31:44,01:03:58,01:38:35,02:13:34
3523,13085,MAYRA CUESTA RAMÍREZ,02:39:53,02:20:53,06:38 /km,8.984 km/h,00:31:42,01:03:47,01:39:50,02:14:32
3524,9510,GABRIELA CAPPON ABRUCH,02:51:36,02:20:54,06:38 /km,8.983 km/h,00:32:15,01:04:07,01:38:54,02:14:03
3525,5526,MELANIA MORA MEJIAS,02:52:22,02:20:54,06:38 /km,8.983 km/h,00:30:19,01:04:26,01:40:44,02:14:00
3526,18822,FRIDA SÁNCHEZ MONTOYA,02:53:34,02:20:55,06:38 /km,8.983 km/h,00:34:30,01:07:54,01:42:11,02:14:05
3527,1127,MARIA ANDREA PÉREZ TREJO,02:36:35,02:20:55,06:38 /km,8.982 km/h,00:31:21,01:03:55,01:38:29,02:13:50
3528,19897,MAYRA GABRIELA AVALOS GARCÍA,03:11:01,02:20:57,06:38 /km,8.980 km/h,00:32:42,01:06:21,01:40:58,02:14:20
3529,18682,CINTHIA ROA PIEDRAS,03:07:38,02:20:58,06:38 /km,8.980 km/h,00:32:39,01:06:58,01:41:13,02:14:07
3530,26986,MARIANA DELGADO LOPEZ,02:51:36,02:20:58,06:38 /km,8.980 km/h,00:29:09,01:03:24,01:38:55,02:13:21
3531,21315,BRENDA GARCIA ESPINOSA,02:34:25,02:20:59,06:38 /km,8.979 km/h,00:32:38,01:05:57,01:40:48,02:14:02
3532,26031,JENNIFER CANEL X,02:54:46,02:21:00,06:40 /km,8.977 km/h,00:32:33,01:05:32,01:39:05,02:13:50
3533,3695,AURORA ELIZABETH BAHENA RAMOS,02:51:31,02:21:00,06:40 /km,8.977 km/h,00:30:14,01:03:09,01:39:22,02:14:14
3534,5450,GISELA BAUTISTA PIOQUINTO,03:07:50,02:21:01,06:40 /km,8.977 km/h,00:31:56,01:04:28,01:39:15,02:14:02
3535,20196,DANAE GARCIA SALAZAR,02:52:23,02:21:01,06:40 /km,8.977 km/h,00:30:52,01:03:35,01:38:56,02:13:49
3536,24007,CARLA COUTINO NARCIA,03:12:48,02:21:01,06:40 /km,8.977 km/h,00:35:07,01:08:59,01:42:20,02:14:00
3537,7521,EDITH SAAVEDRA ALDANA,02:39:42,02:21:01,06:40 /km,8.976 km/h,00:34:28,01:07:08,01:40:12,02:14:33
3538,2662,MARIA FERNANDA MONZON GARCÍA TORRES,02:57:35,02:21:04,06:40 /km,8.974 km/h,00:31:45,01:04:54,01:39:53,02:14:09
3539,22862,ANNA ROTUNDO IZQUIERDO,02:51:26,02:21:04,06:40 /km,8.974 km/h,00:31:44,01:04:21,01:39:25,02:14:04
3540,21359,CARMEN RODRIGUEZ AGUIRRE,02:58:55,02:21:04,06:40 /km,8.974 km/h,00:33:24,01:06:47,01:40:43,02:14:06
3541,17072,ANA CAROLINA ROMERO MACIAS,02:42:58,02:21:04,06:40 /km,8.974 km/h,00:34:14,01:08:19,01:42:29,02:14:34
3542,29642,ANAHI SANDRA ESPANA MORALES,02:58:20,02:21:04,06:40 /km,8.973 km/h,00:32:43,01:07:19,01:42:32,02:14:13
3543,26310,AMADA KAREM OROPEZA PALACIOS,03:10:44,02:21:06,06:40 /km,8.972 km/h,00:33:02,01:05:09,01:39:23,02:14:04
3544,21077,NUBIA TELLEZ CRUZ,02:39:08,02:21:06,06:40 /km,8.972 km/h,00:32:58,01:07:42,01:41:57,02:14:41
3545,1588,LUISA FERNANDA ORDUNA ARREOLA,03:12:11,02:21:07,06:40 /km,8.971 km/h,00:33:31,01:06:40,01:40:26,02:14:22
3546,21278,MARÍA DE LA LUZ MEJÍA RAMÍREZ,02:38:35,02:21:08,06:40 /km,8.970 km/h,00:31:37,01:05:07,01:40:00,02:14:23
3547,21628,RUTH HERNÁNDEZ GALICIA,02:32:36,02:21:08,06:40 /km,8.970 km/h,00:30:04,01:03:43,01:40:15,02:14:09
3548,24775,LUNA CAMILA LOPEZ LARA,02:53:23,02:21:08,06:40 /km,8.970 km/h,00:31:05,01:04:39,01:40:19,02:14:24
3549,16050,VALENTINA ORTEGA SANCHEZ MEJIA,02:52:12,02:21:08,06:40 /km,8.968 km/h,00:33:00,01:06:25,01:41:03,02:14:16
3550,25246,CARMEN LUCÍA SEPULVEDA VELAZQUEZ,02:51:37,02:21:08,06:40 /km,8.968 km/h,00:30:35,01:03:41,01:39:29,02:14:03
3551,12089,DIANA CRISTINA GONZÁLEZ NUMPAQUE,03:11:27,02:21:08,06:40 /km,8.968 km/h,00:33:24,01:06:30,01:40:17,02:14:20
3552,16081,MARIA JESUS BRAVO CARRERA,02:35:35,02:21:09,06:40 /km,8.968 km/h,00:34:08,01:07:45,01:42:45,02:14:08
3553,925,LUCIA NANCY BATA CARDONA,02:54:20,02:21:09,06:40 /km,8.968 km/h,00:34:04,01:07:16,01:41:10,02:14:00
3554,2951,FATIMA ROMAN LOPEZ,02:58:28,02:21:10,06:40 /km,8.967 km/h,00:33:17,01:06:51,01:42:34,02:14:43
3555,19132,RAQUEL PASTOR GUTIERREZ,02:55:37,02:21:10,06:40 /km,8.967 km/h,00:32:32,01:07:06,01:41:57,02:14:25
3556,18625,NATALIA MENDOZA GARCÍA,03:14:35,02:21:11,06:40 /km,8.965 km/h,00:35:52,01:11:47,01:45:00,02:15:11
3557,19752,NELLI VANESSA LUCERO GARCIA,02:54:18,02:21:12,06:40 /km,8.965 km/h,00:34:00,01:07:24,01:41:33,02:14:56
3558,16413,ERIKA SAMARA VERGARA VENTURA,02:41:52,02:21:12,06:40 /km,8.964 km/h,00:32:16,01:04:49,01:39:39,02:13:26
3559,27644,ANNA XACUR TRUJILLO,02:38:50,02:21:13,06:40 /km,8.963 km/h,00:33:22,01:06:49,01:41:03,02:14:23
3560,8319,LILIANA RUIZ GOMEZ,02:52:01,02:21:13,06:40 /km,8.963 km/h,00:30:22,01:04:57,01:41:31,02:14:46
3561,8986,ANA PAULA PAZ MÁRQUEZ,02:52:12,02:21:13,06:40 /km,8.963 km/h,00:30:49,01:03:07,01:39:53,02:14:48
3562,29186,VALERIA SAENZ MIRANDA,03:09:18,02:21:13,06:40 /km,8.963 km/h,00:33:07,01:05:37,01:39:22,02:13:51
3563,6897,KARLA GABRIELA ROBLES CISNEROS,02:38:45,02:21:14,06:40 /km,8.963 km/h,00:31:41,01:04:31,01:40:24,02:14:22
3564,23921,AISLINN CASTANEDA PEREZ,02:35:36,02:21:15,06:40 /km,8.961 km/h,00:34:05,01:08:26,01:42:32,02:14:47
3565,11428,IVONNE HEIMPEL RODRIGUEZ,03:08:37,02:21:17,06:40 /km,8.960 km/h,00:32:47,01:07:01,01:41:53,02:14:28
3566,16524,EMMA CRISTINA MARQUEZ LARA,03:14:44,02:21:17,06:40 /km,8.959 km/h,00:33:07,01:05:53,01:39:18,02:10:37
3567,18629,REGINA CASTILLO MACÍAS,02:55:05,02:21:17,06:40 /km,8.959 km/h,00:33:50,01:06:48,01:40:13,02:13:42
3568,12950,JESSICA SANCHEZ CARRISOSA,02:38:18,02:21:19,06:40 /km,8.958 km/h,00:34:26,01:05:44,01:39:46,02:14:08
3569,9707,ADRIANA JUAREZ MARTINEZ,02:51:48,02:21:19,06:40 /km,8.957 km/h,00:33:13,01:07:22,01:41:43,02:14:37
3570,2507,MARITZA ARANDA CEBALLOS,03:10:48,02:21:19,06:40 /km,8.957 km/h,00:32:57,01:05:47,01:40:20,02:14:21
3571,19816,SANDRA MELISSA MARTÍNEZ APARICIO,03:08:29,02:21:22,06:40 /km,8.954 km/h,00:32:18,01:05:46,01:40:36,02:14:17
3572,12278,JESSICA MARIEL MARTINEZ GOMEZ,02:21:24,02:21:24,06:40 /km,8.953 km/h,02:02:51,NA,NA,NA
3573,1712,PAOLA CHAGOYÁN TORRES,02:57:46,02:21:24,06:40 /km,8.952 km/h,00:33:44,01:08:07,01:42:42,02:14:35
3574,20866,DULCE CAMEN PÉREZ MONROY,02:34:38,02:21:25,06:40 /km,8.952 km/h,00:34:06,01:07:47,01:42:01,02:14:53
3575,16926,DANIELA MARQUEZ GALLO,02:53:31,02:21:26,06:40 /km,8.950 km/h,00:34:33,01:08:09,01:42:25,02:14:45
3576,113,ALINE FLORES CORTES,03:08:05,02:21:27,06:40 /km,8.949 km/h,00:30:36,01:03:28,01:38:25,02:14:06
3577,28763,LOURDES DOMINGUEZ JIMENEZ,02:41:12,02:21:27,06:40 /km,8.948 km/h,00:30:25,01:02:54,01:38:36,02:13:51
3578,2908,DAMARIS ROJAS DIAZ,02:34:01,02:21:28,06:40 /km,8.948 km/h,00:29:03,01:00:48,01:37:11,02:14:17
3579,6005,KARINA MARTINEZ MENDOZA,02:40:41,02:21:28,06:40 /km,8.947 km/h,00:32:48,01:06:49,01:40:51,02:14:29
3580,29281,YETLANETZI ROMERO GUILLERMO,02:45:14,02:21:28,06:40 /km,8.947 km/h,00:36:02,01:10:25,01:44:20,02:14:59
3581,12670,AMELIE BREHIN BREHIN,03:09:27,02:21:29,06:40 /km,8.947 km/h,00:34:16,01:07:18,01:41:21,02:14:33
3582,2757,GABRIELA SOTO BALANZATEGUI,02:44:39,02:21:29,06:40 /km,8.947 km/h,00:30:37,01:03:37,01:38:54,02:14:25
3583,318,MARÍA FERNANDA AGUIRRE GARFIAS,02:57:45,02:21:29,06:40 /km,8.947 km/h,00:33:53,01:08:11,01:41:42,02:14:57
3584,1048,KAREN HURTADO SAUCEDO,03:12:46,02:21:29,06:40 /km,8.947 km/h,00:35:23,01:10:37,01:45:34,02:15:47
3585,3109,ITZEL YAZMIN SALAS MARTINEZ,03:09:34,02:21:29,06:40 /km,8.946 km/h,00:35:29,01:08:41,01:41:53,02:14:47
3586,12261,LAYA MARÍA NOHRA .,03:12:21,02:21:30,06:40 /km,8.946 km/h,00:33:32,01:07:32,01:41:13,02:14:43
3587,4347,WENDABIANI ORTIZ SOLIS,02:53:00,02:21:30,06:40 /km,8.945 km/h,00:34:13,01:07:05,01:41:40,02:14:56
3588,17270,RONIT GREZEMKOVSKY BICACI,03:15:04,02:21:31,06:40 /km,8.945 km/h,00:32:32,01:06:24,01:41:01,02:14:25
3589,2829,FABIOLA BELTRAN MONTELONGO,02:55:12,02:21:32,06:40 /km,8.944 km/h,00:34:37,01:09:18,01:43:42,02:14:49
3590,19012,KAREN AYALA VILLEGAS,03:08:30,02:21:32,06:40 /km,8.943 km/h,00:29:39,01:01:36,01:38:41,02:14:15
3591,4737,ALISON COLDWELL X,03:09:16,02:21:32,06:40 /km,8.943 km/h,00:31:21,01:02:51,01:37:21,02:14:35
3592,18442,ERIKA MONSERRAT RODRIGUEZ TENORIO,02:59:18,02:21:33,06:40 /km,8.943 km/h,00:32:43,01:06:30,01:41:04,02:15:08
3593,24788,PAULINA RUENES AMARANTE,02:54:03,02:21:34,06:40 /km,8.942 km/h,00:33:10,01:07:14,01:41:50,02:14:43
3594,13837,LIZETH IVON ESTRADA VARGAS,02:52:53,02:21:34,06:40 /km,8.942 km/h,00:29:49,01:02:47,01:37:53,02:13:49
3595,23928,MARÍA DEL ROSARIO ESPINOSA GUZMAN,02:35:56,02:21:34,06:40 /km,8.942 km/h,00:32:40,01:06:43,01:40:38,02:14:46
3596,11714,MARIANA ESCALONA PINEDA,03:08:43,02:21:34,06:40 /km,8.941 km/h,00:32:59,01:05:50,01:39:44,02:14:04
3597,10138,REGINA CARDENAS MENDIZABAL,03:10:04,02:21:35,06:40 /km,8.941 km/h,00:35:17,01:08:55,01:42:40,02:15:20
3598,2955,DANIELA VALDIVIA MATIAS,02:52:16,02:21:36,06:40 /km,8.939 km/h,00:31:31,01:05:32,01:40:29,02:14:30
3599,14027,MARIANA MARTINEZ GARCIA,02:55:16,02:21:36,06:40 /km,8.939 km/h,00:35:14,01:08:42,01:41:54,02:14:58
3600,4741,KAREN GRANIZO X,02:56:25,02:21:36,06:40 /km,8.939 km/h,00:35:41,01:09:38,01:43:32,02:15:08
3601,14021,MICHELLE PÉREZ LOBO,02:55:16,02:21:36,06:40 /km,8.939 km/h,00:35:14,01:08:42,01:41:55,02:14:57
3602,15166,MELISSA WAHNON BENZAQUEN,02:42:47,02:21:38,06:40 /km,8.938 km/h,00:33:12,01:07:00,01:41:33,02:14:27
3603,15672,TANIA FERNANDA CALVILLO GOMEZ,02:52:08,02:21:39,06:40 /km,8.937 km/h,00:32:21,01:07:10,01:41:58,02:15:28
3604,11519,MARÍA TERESA GASTINEL FERNANDEZ,02:53:06,02:21:39,06:40 /km,8.937 km/h,00:31:24,01:04:35,01:39:22,02:14:46
3605,27354,PAULINA TORRES ALCÁNTARA,02:53:14,02:21:39,06:40 /km,8.937 km/h,00:31:39,01:04:27,01:40:14,02:15:01
3606,17205,KARLA AIDA ARCIGA GARCIA,02:54:36,02:21:40,06:40 /km,8.935 km/h,00:32:06,01:05:06,01:40:26,02:14:46
3607,26617,DAYANIRA GUTIERREZ BERNAL,02:43:12,02:21:40,06:40 /km,8.935 km/h,00:33:31,01:08:03,01:42:20,02:15:16
3608,23777,DANA VALLEJO PANAMA,02:53:36,02:21:42,06:40 /km,8.934 km/h,00:32:53,01:07:06,01:43:26,02:15:02
3609,28447,PAOLA MALDONADO REYAGADAS,02:54:51,02:21:42,06:40 /km,8.933 km/h,00:35:42,01:09:55,01:43:47,02:15:25
3610,27207,JESSICA AMAYRANI CONDE RAMOS,02:35:34,02:21:43,06:40 /km,8.933 km/h,00:31:27,01:04:57,01:39:38,02:14:25
3611,25647,LUZ MARÍA CERVANTES MARTÍNEZ,02:58:52,02:21:43,06:40 /km,8.932 km/h,00:34:23,01:07:19,01:41:20,02:14:46
3612,9673,GABRIELA GUTIERREZ GONZALEZ,03:11:48,02:21:44,06:40 /km,8.930 km/h,00:34:13,01:07:35,01:41:22,02:14:43
3613,1264,MONSERRAT VELAZQUEZ HERNANDEZ,02:39:01,02:21:44,06:40 /km,8.930 km/h,00:33:25,01:07:24,01:43:09,02:15:07
3614,16431,ANDREA CAMPOS BLANCO,02:53:48,02:21:45,06:40 /km,8.930 km/h,00:35:00,01:07:29,01:41:18,02:14:30
3615,15221,DIANA GABRIELA REYES SEGURA,02:37:31,02:21:45,06:40 /km,8.930 km/h,00:32:08,01:05:49,01:40:02,02:14:37
3616,26853,HATZUMI DANIELA LARA HERNANDEZ,03:09:55,02:21:45,06:40 /km,8.930 km/h,00:35:34,01:09:45,01:43:08,02:15:02
3617,9166,MARYSOL MAURICIO MIRANDA,02:27:24,02:21:45,06:40 /km,8.929 km/h,00:31:51,01:05:48,01:41:45,02:15:10
3618,13524,PAULINA REYES MUNDO,02:59:34,02:21:46,06:40 /km,8.928 km/h,00:33:02,01:07:18,01:42:22,02:15:54
3619,13399,NORA SOLORIO ZERTUCHE,03:00:28,02:21:47,06:40 /km,8.927 km/h,00:32:43,01:07:57,01:43:07,02:15:02
3620,9227,CAMILA ANDREA MARTINEZ QUINTERO,02:52:59,02:21:47,06:40 /km,8.927 km/h,00:35:30,01:08:11,01:42:06,02:15:09
3621,10678,MARIA FERNANDA ANTILLON MEDINA,02:53:00,02:21:48,06:40 /km,8.927 km/h,00:35:29,01:08:11,01:42:06,02:15:10
3622,1512,CLAUDIA VILLEGAS HERNÁNDEZ,02:36:46,02:21:48,06:40 /km,8.927 km/h,00:30:42,01:03:15,01:39:13,02:14:12
3623,18257,CAMILA MALDONADO LOPEZ,02:40:03,02:21:49,06:40 /km,8.926 km/h,00:34:10,01:05:41,01:41:05,02:15:14
3624,16518,CAROLINA DANIELA LEYVA AQUINO,02:44:34,02:21:51,06:40 /km,8.924 km/h,00:34:41,01:09:52,01:44:14,02:15:30
3625,5364,REGINA BRAVO GONZALEZ,03:11:47,02:21:52,06:40 /km,8.922 km/h,00:33:19,01:07:51,01:42:51,02:15:56
3626,29926,ANA PAOLA MUÑOZ SALAZAR,02:39:32,02:21:53,06:40 /km,8.921 km/h,00:32:54,01:06:41,01:40:55,02:14:27
3627,10554,OLGA VALERIA TÉLLEZ TORRES,02:41:33,02:21:53,06:40 /km,8.921 km/h,00:31:18,01:05:13,01:41:11,02:14:52
3628,21318,LUCIA PEREZ PEREZ,03:09:57,02:21:54,06:40 /km,8.920 km/h,00:34:48,01:08:18,01:41:03,02:15:04
3629,29371,FERNANDA MORALES ARREOLA,03:12:19,02:21:54,06:40 /km,8.920 km/h,00:32:57,01:06:51,01:43:11,02:15:29
3630,13345,JOANA VALDEZ NAJERA,02:34:45,02:21:55,06:40 /km,8.920 km/h,00:30:20,01:05:30,01:41:24,02:15:07
3631,706,DELIA ALEXANDRA MALPICA PÉREZ,02:52:16,02:21:55,06:40 /km,8.920 km/h,00:30:57,01:03:34,01:40:08,02:15:05
3632,18012,KAREN CHATELAIN CORRO,02:37:19,02:21:55,06:40 /km,8.919 km/h,00:32:34,01:06:33,01:41:46,02:14:58
3633,15496,MARÍA JOSÉ RUIZ DE OJEDA PENA,03:09:46,02:21:56,06:40 /km,8.919 km/h,00:32:28,01:05:37,01:40:44,02:14:56
3634,10211,GENOVEVA VANESSA GLORIA ABAD,02:54:42,02:21:56,06:40 /km,8.918 km/h,00:30:21,01:01:34,01:37:20,02:14:54
3635,23850,ADRIANA LOERA LUCERO,02:55:03,02:21:57,06:40 /km,8.918 km/h,00:30:43,01:02:59,01:39:18,02:14:25
3636,15581,STEPHANY MARIE AMANTE SILVA,02:42:02,02:21:57,06:40 /km,8.918 km/h,00:32:02,01:05:35,01:41:07,02:14:40
3637,20624,MARÍA FERNANDA DÍAZ CONTRERAS,02:39:37,02:21:57,06:40 /km,8.918 km/h,00:28:59,00:59:40,01:36:38,02:14:59
3638,3475,CELIA ALEJANDRA GALLARDO MEDINA,02:33:59,02:21:57,06:40 /km,8.918 km/h,00:29:36,01:01:56,01:37:38,02:13:46
3639,11421,MARIA ABIGAIL GAMEROS COLIN,02:34:17,02:21:58,06:40 /km,8.917 km/h,00:31:20,01:02:20,01:40:42,02:15:51
3640,27153,BLANCA FLOR HERNANDEZ LUNA,03:13:50,02:22:00,06:43 /km,8.914 km/h,00:31:37,01:05:25,01:40:11,02:14:34
3641,961,SANDRA SORIANO LEONIDES,02:52:38,02:22:01,06:43 /km,8.914 km/h,00:30:30,01:02:37,01:40:48,02:14:36
3642,13860,ANDREA ATRI MIZRAHI,02:42:54,02:22:01,06:43 /km,8.913 km/h,00:33:03,01:06:51,01:42:01,02:15:24
3643,20093,MARIANA MARISOL ALCALA BALLESTEROS,03:08:45,02:22:02,06:43 /km,8.913 km/h,00:30:34,01:04:06,01:39:40,02:15:03
3644,4820,ODALYS GARCIA X,03:13:01,02:22:02,06:43 /km,8.912 km/h,00:32:27,01:05:39,01:41:34,02:15:02
3645,23805,JOANNA PERDOMO JUAREZ,02:59:48,02:22:02,06:43 /km,8.912 km/h,00:33:58,01:08:39,01:42:36,02:15:22
3646,21623,MARIA JOSE HAGERMAN SUCAR,03:15:35,02:22:02,06:43 /km,8.912 km/h,00:34:16,01:09:22,01:43:41,02:15:52
3647,26010,GABRIELA SANCHEZ X,02:54:58,02:22:03,06:43 /km,8.912 km/h,00:31:12,01:04:09,01:40:24,02:15:03
3648,11871,ELIZABETH MEJÍA DE JESUS,03:09:15,02:22:03,06:43 /km,8.912 km/h,00:32:44,01:06:41,01:41:24,02:15:00
3649,23757,MACARENA RODRIGUEZ RENOVALES,03:10:28,02:22:03,06:43 /km,8.911 km/h,00:35:59,01:09:58,01:44:21,02:15:33
3650,23008,DANIELA GUTIERREZ GIL,03:11:44,02:22:04,06:43 /km,8.911 km/h,00:33:07,01:06:17,01:43:32,02:15:29
3651,10713,XIMENA SANDOVAL LOPEZ,02:33:43,02:22:04,06:43 /km,8.911 km/h,00:32:00,01:06:00,01:41:16,02:15:05
3652,20391,ANDREA ALEJANDRA BEDOLLA VALENCIA,02:57:05,02:22:04,06:43 /km,8.911 km/h,00:31:28,01:04:25,01:39:46,02:14:23
3653,18168,IVONNE GARCÍA PEREZMITRE,03:00:21,02:22:05,06:43 /km,8.908 km/h,00:34:32,01:09:52,01:44:15,02:15:45
3654,29671,PAMELA ALEJANDRA ELIZALDE PENEDO,02:56:40,02:22:05,06:43 /km,8.908 km/h,00:33:13,01:06:37,01:41:21,02:15:44
3655,29637,MARIA FERNANDA MARTINEZ BARAJAS,02:56:42,02:22:06,06:43 /km,8.907 km/h,00:33:13,01:06:36,01:41:21,02:15:42
3656,18955,JIMENA CAROLINA ROJAS VILLALVAZO,02:45:34,02:22:06,06:43 /km,8.907 km/h,00:31:21,01:05:22,01:39:58,02:15:13
3657,18419,XIMENA ARNAEZ DIEZ DE BONILLA,02:35:47,02:22:07,06:43 /km,8.907 km/h,00:32:40,01:06:09,01:40:58,02:15:25
3658,25210,DANY IVETH MOLINA VALENCIA,02:30:20,02:22:08,06:43 /km,8.906 km/h,00:34:17,01:08:29,01:42:51,02:15:07
3659,15823,KARLA BURGOS BURGOS,03:09:34,02:22:09,06:43 /km,8.905 km/h,00:28:20,01:02:39,01:39:17,02:15:29
3660,27699,DIANA LAURA SAENZ ARMENDARIZ,03:11:26,02:22:09,06:43 /km,8.905 km/h,00:36:26,01:08:43,01:42:32,02:15:18
3661,17845,PAMELA GONZALEZ GARCIA,03:17:00,02:22:09,06:43 /km,8.905 km/h,00:31:56,01:05:32,01:40:25,02:15:07
3662,2350,TANIA CIBELY ESPIRITU TENORIO,03:10:28,02:22:09,06:43 /km,8.904 km/h,00:35:07,01:07:56,01:41:34,02:15:21
3663,23994,ANDREA STEPHANIA SÁNCHEZ BARAJAS,03:09:42,02:22:10,06:43 /km,8.904 km/h,00:32:37,01:05:33,01:41:42,02:15:20
3664,29024,LORENA SOLORZANO CASTILLO,02:55:58,02:22:12,06:43 /km,8.901 km/h,00:36:13,01:09:34,01:42:31,02:15:21
3665,19058,ALEJANDRA URIBE HERNÁNDEZ,02:56:48,02:22:12,06:43 /km,8.901 km/h,00:33:13,01:06:37,01:41:22,02:15:43
3666,14675,MIA MILLAN BELLO,02:39:19,02:22:12,06:43 /km,8.901 km/h,00:30:37,01:03:51,01:40:56,02:15:38
3667,24656,BARBARA ESTHEFANIA JIMENEZ CHAVEZ,02:42:04,02:22:13,06:43 /km,8.901 km/h,00:32:52,01:06:05,01:41:01,02:15:10
3668,6623,DIANA QUINTANA RIVERA,03:14:27,02:22:14,06:43 /km,8.900 km/h,00:30:30,01:03:54,01:39:45,02:15:39
3669,25485,DELIA ISABEL ALVAREZ ZAMUDIO,02:57:01,02:22:14,06:43 /km,8.899 km/h,01:03:06,01:39:01,02:15:32,NA
3670,12416,JAZMÍN TAPIA MALDONADO,02:53:08,02:22:15,06:43 /km,8.898 km/h,00:30:05,01:02:07,01:37:43,02:14:52
3671,16408,DANIELA ROMANA ESPIRITU,02:52:43,02:22:16,06:43 /km,8.898 km/h,00:32:07,01:05:34,01:40:09,02:15:10
3672,17129,JESSICA MAR GARCIA,02:39:45,02:22:16,06:43 /km,8.897 km/h,00:34:30,01:09:08,01:43:51,02:15:34
3673,21875,PATRICIA ARAIZA MACÍAS,02:55:57,02:22:18,06:43 /km,8.896 km/h,00:33:25,01:06:03,01:39:59,02:14:55
3674,6985,ANAHI MARIANA CARRANZA LARA,03:09:30,02:22:18,06:43 /km,8.896 km/h,00:35:37,01:09:14,01:43:13,02:15:41
3675,6337,FERNANDA MICHELLE MENDOZA BAUTISTA,03:16:27,02:22:18,06:43 /km,8.895 km/h,00:34:09,01:07:46,01:42:02,02:14:50
3676,29892,JESSICA MONTSERRAT DURÁN GARCÍA,03:12:57,02:22:19,06:43 /km,8.895 km/h,00:35:42,01:08:05,01:42:12,02:14:48
3677,18196,BRENDA SARAHI SALAZAR DOMINGUEZ,02:54:49,02:22:19,06:43 /km,8.894 km/h,00:32:25,01:07:03,01:42:33,02:15:26
3678,10296,ISABEL GUADALUPE DURAN SANTIAGO,02:59:17,02:22:20,06:43 /km,8.894 km/h,00:33:05,01:05:53,01:41:53,02:16:02
