...1,BIB,Nombre,Tiempo Oficial,Tiempo Chip,Paso por Km,Velocidad Media,Split 5k,Split 10k,Split 15k,Split 20k
2511,9961,JUAN FRANCISCO TORRES RUEDA,02:29:38,01:58:47,05:35 /km,10.65 km/h,00:27:08,00:54:48,01:23:16,01:52:46
2512,17754,JORGE DORANTES ROJANO,02:13:55,01:58:47,05:35 /km,10.65 km/h,00:26:45,00:54:10,01:23:16,01:52:29
2513,20586,BRYANT GARCIA SANCHEZ,02:20:39,01:58:48,05:35 /km,10.65 km/h,00:27:05,00:55:36,01:24:45,01:52:16
2514,14777,EMMANUEL ARMANDO CASTELLANOS PÉREZ,02:29:09,01:58:48,05:35 /km,10.65 km/h,00:26:41,00:55:15,01:24:53,01:52:57
2515,2704,GABRIEL ZEPEDA GAMA,02:34:35,01:58:48,05:35 /km,10.65 km/h,00:29:17,00:57:04,01:24:36,01:53:14
2516,18775,EVARISTO CEDILLO BALANDRAN,02:46:08,01:58:48,05:35 /km,10.65 km/h,00:29:46,00:59:04,01:27:58,01:53:30
2517,12844,IVAN ULISES FERRER DZUL,02:48:41,01:58:48,05:35 /km,10.65 km/h,00:30:10,00:57:15,01:26:09,01:53:37
2518,916,RODRIGO MONTANO GASQUI,02:29:28,01:58:48,05:35 /km,10.65 km/h,00:28:01,00:56:05,01:24:47,01:53:11
2519,5889,JUAN DANIEL PUENTE GOMEZ,02:29:13,01:58:48,05:35 /km,10.65 km/h,00:26:30,00:54:40,01:22:58,01:52:08
2520,24560,JOSE RAUL SALINAS CERON,02:31:26,01:58:48,05:35 /km,10.65 km/h,00:29:45,00:56:35,01:25:12,01:52:56
2521,13690,FERNANDO ABLANEDO OROZCO,02:11:50,01:58:49,05:35 /km,10.65 km/h,00:28:32,00:57:54,01:26:21,01:53:09
2522,26315,IÑAKI SANCHEZ KURI,02:13:50,01:58:52,05:35 /km,10.65 km/h,00:27:52,00:55:44,01:24:48,01:53:19
2523,26866,ALAN JOSUE SANCHEZ MORALES,02:12:56,01:58:53,05:35 /km,10.64 km/h,00:27:06,00:54:48,01:23:44,01:52:16
2524,901,EDUARDO FLORES TORRES,02:45:58,01:58:54,05:35 /km,10.64 km/h,00:27:33,00:55:13,01:25:13,01:52:52
2525,10872,ROBERTO CARLOS GRANCIANO GONZALEZ,02:13:20,01:58:54,05:35 /km,10.64 km/h,00:30:34,00:58:19,01:27:11,01:53:22
2526,24405,DIEGO JULIAN TAMAYO PADILLA,02:17:37,01:58:55,05:35 /km,10.64 km/h,00:27:13,00:54:55,01:23:58,01:52:34
2527,9024,MIKEL LANZAGORTA MURILLO,02:12:57,01:58:56,05:35 /km,10.64 km/h,00:28:46,00:56:50,01:24:51,01:53:28
2528,25689,ROBERTO CARLOS LOPEZ PADILLA,02:05:45,01:58:56,05:35 /km,10.64 km/h,00:27:32,00:55:45,01:24:28,01:53:12
2529,556,PEDRO MARTINEZ LINARES,02:14:56,01:58:56,05:35 /km,10.64 km/h,00:30:13,00:58:38,01:26:37,01:53:35
2530,28202,JORGE ALEJANDRO GONZALEZ VACA,02:22:20,01:58:56,05:35 /km,10.64 km/h,00:28:19,00:57:55,01:27:00,01:53:40
2531,3398,JOSE LUIS DIAZ MARTINEZ,02:13:34,01:58:57,05:35 /km,10.64 km/h,00:31:23,01:00:48,01:28:04,01:53:43
2532,27415,RICARDO MUNOZ GUEVARA,02:30:32,01:58:58,05:35 /km,10.64 km/h,00:25:15,00:52:46,01:22:09,01:53:32
2533,10697,CESAR DAVID CHAVEZ REYES,02:16:03,01:58:58,05:35 /km,10.64 km/h,00:28:37,00:57:23,01:26:03,01:53:36
2534,25494,NICOLAS LAGUNAS CORTEZ,02:29:24,01:58:58,05:35 /km,10.64 km/h,00:26:40,00:54:57,01:23:26,01:52:54
2535,21122,EDGAR FUNES GONZALEZ,02:35:40,01:58:58,05:35 /km,10.64 km/h,00:28:51,00:57:03,01:26:03,01:53:19
2536,23244,LUIS PORTUGAL MONSIVAIS,02:15:21,01:58:58,05:35 /km,10.64 km/h,00:29:10,00:57:23,01:25:51,01:53:28
2537,22549,DANIEL BELTRAN VILLASENOR,02:16:50,01:58:59,05:35 /km,10.64 km/h,00:28:44,00:57:34,01:26:48,01:54:00
2538,7509,ALFREDO AMELLALI SURES TRUJILLO,02:32:23,01:58:59,05:35 /km,10.63 km/h,00:31:06,00:57:38,01:25:59,01:52:51
2539,19267,JUAN FRANCISCO BOILES TORRES LANDA,02:10:49,01:59:00,05:35 /km,10.63 km/h,00:26:57,00:55:54,01:25:13,01:53:10
2540,18546,ANDONI LEGORRETA VEGA,02:32:08,01:59:01,05:38 /km,10.63 km/h,00:27:21,00:56:31,01:25:58,01:53:39
2541,19775,PABLO GALLASTEGUI RODRIGUEZ,02:48:57,01:59:01,05:38 /km,10.63 km/h,00:29:09,00:57:22,01:26:25,01:53:27
2542,19042,BOGART EMILIANO AGUILAR ARIAS,02:53:00,01:59:02,05:38 /km,10.63 km/h,00:26:21,00:55:16,01:25:09,01:52:43
2543,11914,GUSTAVO EDUARDO DÁVILA GODÍNEZ,02:10:56,01:59:02,05:38 /km,10.63 km/h,00:27:29,00:56:02,01:24:42,01:53:07
2544,334,YAHIR ALI ROSALES LORENZO,02:13:04,01:59:02,05:38 /km,10.63 km/h,00:29:54,00:58:53,01:27:32,01:53:39
2545,12738,JOSE JASIEL MACARIO VIZUET,02:49:16,01:59:02,05:38 /km,10.63 km/h,00:27:34,00:54:37,01:27:28,01:53:55
2546,4886,CARLOS MARTÍNEZ X,02:29:53,01:59:03,05:38 /km,10.63 km/h,00:28:33,00:56:57,01:25:53,01:53:34
2548,23902,JOSE MANUEL GARCIA MORALES,02:46:29,01:59:03,05:38 /km,10.63 km/h,00:30:26,00:58:51,01:26:20,01:53:02
2549,13031,RODRIGO BRAVO PÉREZ,02:47:26,01:59:03,05:38 /km,10.63 km/h,00:28:21,00:57:01,01:26:03,01:53:40
2550,14953,MAURICIO HERNÁNDEZ PATINO,02:15:20,01:59:05,05:38 /km,10.63 km/h,00:29:29,00:58:18,01:26:38,01:53:38
2551,1897,ALAN BARUCH VIVAR RÍOS,02:13:00,01:59:05,05:38 /km,10.63 km/h,00:28:10,00:55:47,01:24:59,01:53:11
2552,1470,DAVID WALLACE SHAW ORTIZ,02:15:20,01:59:05,05:38 /km,10.63 km/h,00:29:28,00:58:18,01:26:37,01:53:38
2553,29899,BRANDON ESTRADA VÁZQUEZ,02:32:27,01:59:05,05:38 /km,10.63 km/h,00:30:01,00:58:55,01:27:23,01:53:36
2554,17740,ROBERTO MUNGUÍA RAMOS,02:30:14,01:59:06,05:38 /km,10.62 km/h,00:27:41,00:55:44,01:24:48,01:53:29
2555,27165,DIEGO AVILA DÍAZ,02:48:22,01:59:07,05:38 /km,10.62 km/h,00:27:59,00:55:42,01:24:35,01:52:53
2556,26670,JUAN DIEGO GONZALEZ FERREIRO,02:12:24,01:59:07,05:38 /km,10.62 km/h,00:25:31,00:53:44,01:23:13,01:53:07
2557,8797,ALEJANDRO GONZALEZ SANCHEZ,02:31:52,01:59:09,05:38 /km,10.62 km/h,00:29:14,00:57:49,01:26:17,01:53:49
2558,29002,ERICK RAFAEL RUIZ GALLARDO,02:30:10,01:59:10,05:38 /km,10.62 km/h,00:27:20,00:56:17,01:25:51,01:53:41
2559,28022,LUIS MIGUEL GARZA CÁMARA,02:15:03,01:59:11,05:38 /km,10.62 km/h,00:29:47,00:58:09,01:26:32,01:53:27
2560,7848,CARLOS TREJO ORIHUELA,02:37:08,01:59:11,05:38 /km,10.62 km/h,00:28:30,00:57:38,01:26:34,01:53:31
2561,25240,DAVID ROGELIO GALINDO GONZALEZ,02:11:30,01:59:11,05:38 /km,10.62 km/h,00:26:28,00:54:42,01:25:21,01:53:19
2562,27520,EMILIO GONZALEZ CASTRO,02:31:18,01:59:12,05:38 /km,10.62 km/h,00:29:33,00:58:05,01:26:29,01:53:37
2563,5163,ROBERTO ANDRÉ SÁNCHEZ CURIEL,02:48:39,01:59:13,05:38 /km,10.61 km/h,00:29:03,01:00:00,01:28:09,01:53:52
2564,27618,HUGO DE ALBA BERNAL,02:59:15,01:59:13,05:38 /km,10.61 km/h,00:28:05,00:57:07,01:25:40,01:53:49
2565,6530,NICOLAS MACEDO PRIETO,02:46:08,01:59:13,05:38 /km,10.61 km/h,00:27:35,00:56:29,01:26:03,01:53:36
2566,1974,BORJA AGUDO SANSANS,02:05:32,01:59:14,05:38 /km,10.61 km/h,00:27:47,00:56:10,01:25:07,01:53:24
2567,3518,BENITO PORTILLO URDANETA,02:38:11,01:59:14,05:38 /km,10.61 km/h,00:26:30,00:53:57,01:24:12,01:53:34
2568,14411,CHRISTIAN GARCÍA NAUDE,02:33:49,01:59:14,05:38 /km,10.61 km/h,00:30:48,01:00:02,01:27:37,01:53:44
2569,9706,MARCO ANTONIO RAMIREZ REYES,02:29:43,01:59:15,05:38 /km,10.61 km/h,00:26:35,00:55:55,01:25:38,01:53:32
2570,22511,ROBERTO ALEJANDRO JABLE SIEREA,02:13:54,01:59:15,05:38 /km,10.61 km/h,00:29:12,00:56:02,01:24:15,01:52:50
2571,941,LUIS ROBERTO RAMOS SANTAMARÍA,02:12:49,01:59:15,05:38 /km,10.61 km/h,00:28:36,00:57:23,01:26:03,01:53:38
2572,23674,JULIO CÉSAR JACOBO CEREZO,02:19:02,01:59:16,05:38 /km,10.61 km/h,00:29:48,00:58:47,01:26:58,01:53:51
2573,12783,ERIC JIMÉNEZ HURTADO,02:47:39,01:59:16,05:38 /km,10.61 km/h,00:29:29,00:57:10,01:25:45,01:53:26
2574,8997,ANTONIO ESPINO RAMÍREZ,02:48:19,01:59:18,05:38 /km,10.61 km/h,00:28:25,00:55:55,01:24:33,01:53:05
2575,2553,ALBERTO MEDINA GONZÁLEZ,02:16:27,01:59:18,05:38 /km,10.61 km/h,00:29:26,00:58:41,01:27:27,01:54:02
2576,9818,JOEL CALDERON HUERTA,02:11:15,01:59:18,05:38 /km,10.61 km/h,00:26:21,00:54:33,01:23:59,01:53:12
2577,22662,CHRISTIAN LEOPOLDO PÉREZ RODRIGUEZ,02:13:13,01:59:18,05:38 /km,10.61 km/h,00:27:49,00:55:21,01:23:43,01:53:50
2578,16541,DANIEL EDUARDO HERNANDEZ RAMIREZ,02:46:26,01:59:18,05:38 /km,10.61 km/h,00:26:48,00:55:10,01:24:29,01:53:12
2579,12401,CARLOS FERNANDEZ MENDEZ,02:30:19,01:59:18,05:38 /km,10.61 km/h,00:27:51,00:56:50,01:26:12,01:53:36
2580,19319,GERARDO GRANADOS LOPEZ,02:33:06,01:59:20,05:38 /km,10.60 km/h,00:29:23,00:58:24,01:27:44,01:54:19
2581,14832,EDGAR KARAM HERNÁNDEZ,02:32:26,01:59:21,05:38 /km,10.60 km/h,00:28:08,00:56:19,01:24:46,01:52:57
2582,3425,JULIO SÁNCHEZ PONCE USCANGA,02:51:29,01:59:22,05:38 /km,10.60 km/h,00:28:19,00:56:16,01:25:09,01:53:27
2583,15666,FERNANDO CESAR AGUIRRE MEJIA,02:53:32,01:59:22,05:38 /km,10.60 km/h,00:28:53,00:56:36,01:24:42,01:53:08
2584,26146,EDUARDO ANGELES RAMIREZ,02:29:44,01:59:22,05:38 /km,10.60 km/h,00:31:51,01:00:16,01:27:54,01:53:55
2585,23879,HÉCTOR ABUD OCHOA,02:31:15,01:59:22,05:38 /km,10.60 km/h,00:29:23,00:58:09,01:26:48,01:53:58
2586,12216,LAZAR ALDANA CARRENO,02:12:26,01:59:22,05:38 /km,10.60 km/h,00:28:08,00:56:49,01:25:36,01:53:42
2587,8754,JORGE ANTONIO MARTINEZ ORTEGA,02:14:31,01:59:23,05:38 /km,10.60 km/h,00:29:03,00:57:18,01:25:18,01:53:19
2588,3963,PATRICIO FERNANDEZ PAILLES,02:11:58,01:59:23,05:38 /km,10.60 km/h,00:28:17,00:57:15,01:26:07,01:53:43
2589,10450,SAMUEL HERNÁNDEZ ALONSO,02:46:44,01:59:24,05:38 /km,10.60 km/h,00:27:05,00:55:47,01:25:59,01:53:45
2590,28654,FRANCISCO ESPINOSA DE LOS MONTEROS WESTALL,02:10:59,01:59:24,05:38 /km,10.60 km/h,00:29:23,00:58:41,01:27:10,01:54:02
2591,5820,JONATHAN PONCE CAZAREZ,02:12:39,01:59:25,05:38 /km,10.60 km/h,00:28:44,00:56:46,01:25:31,01:53:25
2592,27777,ANDRÉ MIRANDA HERNÁNDEZ,02:24:21,01:59:25,05:38 /km,10.60 km/h,00:27:48,00:57:07,01:26:42,01:53:40
2593,17493,ARMANDO ARGUELLES GUTIERREZ,02:31:18,01:59:26,05:38 /km,10.60 km/h,00:28:12,00:56:05,01:24:50,01:53:23
2594,18061,EDUARDO MORENO TORRES,02:30:11,01:59:26,05:38 /km,10.59 km/h,00:28:36,00:57:34,01:26:21,01:53:44
2595,7740,ROSSBELT GOMEZ GOROSTIETA,02:48:42,01:59:27,05:38 /km,10.59 km/h,00:27:46,00:57:25,01:26:02,01:53:26
2596,7825,ALBERTO ENRIQUE CANO BUSTAMANTE,02:18:18,01:59:27,05:38 /km,10.59 km/h,00:29:03,00:57:56,01:26:15,01:54:02
2597,28420,HÉCTOR ANTONIO GOMEZ SOTELO,02:11:36,01:59:28,05:38 /km,10.59 km/h,00:23:59,00:49:11,01:22:49,01:54:03
2598,19043,DIEGO REBOLLAR BARRERA,02:13:20,01:59:28,05:38 /km,10.59 km/h,00:27:57,00:56:03,01:25:22,01:53:54
2599,2454,JESUS ENRIQUE MERINO VALLARTA,02:33:00,01:59:29,05:38 /km,10.59 km/h,00:29:06,00:57:39,01:25:51,01:53:59
2600,5058,CESAR DAVID GARCIA ACOSTA,02:30:30,01:59:30,05:38 /km,10.59 km/h,00:29:08,00:57:46,01:26:56,01:54:10
2601,18348,LUIS ANGEL OCHOA DE LOS ANGELES,02:29:50,01:59:30,05:38 /km,10.59 km/h,00:27:19,00:56:08,01:24:48,01:52:58
2602,28302,LUIS ADRIAN TORRES ARIZMENDI,02:18:43,01:59:31,05:38 /km,10.59 km/h,00:26:30,00:54:22,01:22:42,01:54:16
2603,14905,JORGE NAKID SENTIES,02:13:12,01:59:32,05:38 /km,10.59 km/h,00:28:14,00:55:35,01:24:09,01:53:30
2604,2610,RICARDO SANTOS SALDIVAR,02:14:07,01:59:32,05:38 /km,10.58 km/h,00:29:36,00:57:47,01:26:25,01:53:48
2605,5000,EDWARD ALEXANDER JIMENEZ PEREZ X,02:47:59,01:59:33,05:38 /km,10.58 km/h,00:28:58,00:58:07,01:27:16,01:53:48
2606,19680,DIEGO GARCÍA ISLAS,02:38:23,01:59:34,05:38 /km,10.58 km/h,00:29:12,00:58:09,01:26:45,01:54:03
2607,12965,LUIS ALBERTO ZUNIGA ANTONIO,02:18:39,01:59:35,05:38 /km,10.58 km/h,00:28:31,00:56:56,01:25:53,01:53:34
2608,10215,FERNANDO OSORIO HERNÁNDEZ,02:49:02,01:59:35,05:38 /km,10.58 km/h,00:29:40,00:57:38,01:26:54,01:54:06
2609,28615,MARCELLO BARDONE VALDES,02:48:25,01:59:36,05:38 /km,10.58 km/h,00:30:15,00:59:08,01:27:46,01:54:23
2610,23009,GABRIEL MONTOYA LAGUNA,02:30:15,01:59:36,05:38 /km,10.58 km/h,00:28:04,00:56:31,01:25:36,01:53:46
2611,25718,ALEJANDRO MAXIMILIAN ENRIQUEZ RODRIGUEZ.,02:11:15,01:59:36,05:38 /km,10.58 km/h,00:28:00,00:56:35,01:25:50,01:53:57
2612,6548,IVAN VEIVAR MARTINEZ,02:15:40,01:59:37,05:38 /km,10.58 km/h,00:29:08,00:58:05,01:27:37,01:54:06
2613,21253,MARTIN CARMONA ESPARZA,02:12:18,01:59:37,05:38 /km,10.58 km/h,00:26:05,00:53:15,01:22:48,01:53:45
2614,4343,EDUARDO MARIANO CUEVAS,02:33:04,01:59:37,05:38 /km,10.58 km/h,00:31:24,01:01:04,01:28:38,01:54:33
2615,27320,ALFREDO MARQUEZ RODRIGUEZ,02:48:29,01:59:38,05:38 /km,10.58 km/h,00:30:15,00:59:09,01:27:44,01:54:23
2616,29866,JONATHAN ROSALES MUÑOZ,02:47:19,01:59:39,05:38 /km,10.58 km/h,00:27:14,00:55:52,01:25:25,01:53:43
2617,26793,DEICARDI DIAZ CORONA,02:32:58,01:59:39,05:38 /km,10.58 km/h,00:28:41,00:56:53,01:27:22,01:53:40
2618,26508,RENE MORALES ALVAREZ,02:20:00,01:59:39,05:38 /km,10.57 km/h,00:26:47,00:54:34,01:24:25,01:53:21
2619,547,LUIS RAMIREZ HERNÁNDEZ,02:15:47,01:59:40,05:38 /km,10.57 km/h,00:30:38,00:58:49,01:26:55,01:54:03
2620,8152,LUIS RODRIGO PIERRE BAUTISTA,02:15:44,01:59:40,05:38 /km,10.57 km/h,00:31:50,01:00:47,01:28:26,01:54:17
2621,14046,ABRAHAM GARCÍA MARÍN RODRÍGUEZ,02:19:12,01:59:42,05:38 /km,10.57 km/h,00:28:41,00:57:30,01:26:16,01:54:04
2622,10668,VICTOR EMILIO POSADAS GALLEGOS,02:33:08,01:59:45,05:38 /km,10.57 km/h,00:29:01,00:57:36,01:25:59,01:54:01
2623,10686,LUIS ALBERTO GARCIA HERNANDEZ,02:32:19,01:59:45,05:38 /km,10.57 km/h,00:29:14,00:57:42,01:26:23,01:54:09
2624,13729,EDUARDO GARCÍA HERNÁNDEZ,02:12:56,01:59:45,05:38 /km,10.57 km/h,00:27:58,00:56:36,01:25:41,01:54:20
2625,15456,CESAR RIVERA JARILLO,02:17:51,01:59:46,05:38 /km,10.57 km/h,00:29:34,00:58:34,01:27:30,01:54:14
2626,12897,FRANCISCO JAVIER ROMERO SÁNCHEZ,02:21:06,01:59:46,05:38 /km,10.57 km/h,00:29:11,00:59:27,01:27:32,01:54:25
2627,9148,LUIS DANIEL LUNA MARQUEZ,02:18:02,01:59:46,05:38 /km,10.57 km/h,00:31:59,01:01:36,01:29:27,01:54:49
2628,29762,OMAR GALICIA AYALA,02:30:49,01:59:46,05:38 /km,10.56 km/h,00:28:40,00:58:10,01:27:24,01:54:14
2629,13516,AYRTON CABRIADA CABRIADA,02:16:56,01:59:46,05:38 /km,10.56 km/h,00:51:18,01:20:45,01:53:02,NA
2630,9582,DANIEL DE HARO DEL RIO,02:50:18,01:59:46,05:38 /km,10.56 km/h,00:29:35,00:57:40,01:26:42,01:54:03
2631,16680,GUILLERMO JIMENEZ ESPINOSA,02:35:04,01:59:47,05:38 /km,10.56 km/h,00:29:19,00:57:52,01:26:22,01:54:22
2632,14650,JORGE IVAN LUNA QUIROZ,02:48:28,01:59:47,05:38 /km,10.56 km/h,00:28:28,00:57:20,01:27:07,01:54:24
2633,17197,VICTOR GUTIERREZ LUNA,02:49:11,01:59:47,05:38 /km,10.56 km/h,00:30:07,00:58:15,01:27:08,01:54:16
2634,24070,EMILIANO DIAZ ROMERO,02:48:48,01:59:47,05:38 /km,10.56 km/h,00:28:26,00:55:34,01:23:43,01:53:37
2635,24604,SEBASTIAN ESPITIA PALMA,02:18:50,01:59:48,05:38 /km,10.56 km/h,00:29:07,00:57:52,01:26:12,01:54:03
2636,2102,RODRIGO LOPEZ DURAN,02:19:47,01:59:49,05:38 /km,10.56 km/h,00:29:13,00:58:44,01:26:36,01:54:00
2637,11394,OSCAR EDGARDO JURADO LUNA,02:31:25,01:59:50,05:38 /km,10.56 km/h,00:26:35,00:54:02,01:22:51,01:52:57
2638,4714,ANGEL VADILLO X,02:48:26,01:59:50,05:38 /km,10.56 km/h,00:30:08,00:58:18,01:26:55,01:54:06
2639,29495,NOE OMAR SANDOVAL AGUIRRE,02:48:57,01:59:51,05:38 /km,10.56 km/h,00:30:03,00:58:31,01:27:26,01:54:07
2640,987,JOSÉ LUIS MALTRANA BARBA,02:11:54,01:59:51,05:38 /km,10.56 km/h,00:27:04,00:55:52,01:27:00,01:54:10
2641,14306,DANIEL TORRES SORIA,02:30:29,01:59:51,05:38 /km,10.56 km/h,00:27:47,00:56:36,01:26:24,01:54:29
2642,4002,SAUL GARDUNO LEON,02:48:48,01:59:53,05:38 /km,10.55 km/h,00:31:07,00:58:39,01:27:24,01:54:15
2643,12507,JOSÉ PABLO ISLAS GRAIZMAN,02:17:05,01:59:53,05:38 /km,10.55 km/h,00:28:37,00:56:53,01:26:19,01:54:19
2644,6664,JARED PÉREZ CORTÉS,02:48:52,01:59:53,05:38 /km,10.55 km/h,00:29:58,00:57:31,01:26:44,01:54:01
2645,9857,RENE CERVANTES MALDONADO,02:14:33,01:59:54,05:38 /km,10.55 km/h,00:30:48,01:00:57,01:29:50,01:54:48
2646,12539,DIEGO ELIAS MARTINEZ,02:06:24,01:59:54,05:38 /km,10.55 km/h,00:27:06,00:57:09,01:26:05,01:53:55
2647,21240,RAUL MUNOZ GONZALEZ,02:11:55,01:59:54,05:38 /km,10.55 km/h,00:27:21,00:58:57,01:27:46,01:54:59
2648,3242,MIGUEL ANGEL GONZALEZ LIHO,02:17:13,01:59:55,05:38 /km,10.55 km/h,00:29:37,00:59:03,01:28:10,01:55:11
2649,5822,FRANCISCO JAVIER ARIAS JIMENEZ,02:15:02,01:59:56,05:38 /km,10.55 km/h,00:28:32,00:56:28,01:25:44,01:54:07
2650,26912,FRANCISCO OLIVARES CHAIREZ,02:12:08,01:59:56,05:38 /km,10.55 km/h,00:27:13,00:54:38,01:23:57,01:53:32
2651,3206,RICARDO ENRIQUE FLORES PABLO,02:17:32,01:59:56,05:38 /km,10.55 km/h,00:28:23,00:56:59,01:25:39,01:53:20
2652,20428,JOSÉ CANALES FUENTES,02:14:29,01:59:57,05:38 /km,10.55 km/h,00:29:13,00:57:19,01:26:28,01:54:26
2653,24820,EDUARDO AHUMADA FELIX,02:31:15,01:59:58,05:38 /km,10.55 km/h,00:28:08,00:57:29,01:26:49,01:54:57
2654,21741,ALEJANDRO LAYON YITANI,02:13:15,01:59:58,05:38 /km,10.55 km/h,00:31:05,00:59:52,01:27:51,01:54:47
2655,5060,CLAUDIO CORRADOSSI SERDIO,02:33:18,01:59:59,05:38 /km,10.55 km/h,00:29:32,00:57:36,01:26:32,01:54:18
2656,3539,DANIEL ZAPATA ESTRADA,02:22:54,01:59:59,05:38 /km,10.55 km/h,00:27:52,00:56:24,01:26:14,01:54:32
2657,19626,ALEXIS ALDAIR VILLARON LUGO,02:31:58,01:59:59,05:38 /km,10.54 km/h,00:28:35,00:55:52,01:25:24,01:54:02
2658,26171,JESUS DE LARA CUMMING,02:30:41,01:59:59,05:38 /km,10.54 km/h,00:29:01,00:57:46,01:27:02,01:54:35
2659,23863,ANTONIO RICO RAGA,02:33:55,02:00:00,05:38 /km,10.54 km/h,00:28:31,00:57:32,01:26:56,01:54:21
2660,14851,JOSIAS LUNA MONTAÑO,02:32:50,02:00:01,05:41 /km,10.54 km/h,00:26:04,00:54:02,01:24:45,01:54:27
2661,18378,EDGAR RUBEN RIVERA CARMONA,02:13:51,02:00:01,05:41 /km,10.54 km/h,00:29:21,00:57:20,01:25:13,01:53:30
2662,5317,JUAN PABLO CRUZ MOLINA,02:12:40,02:00:01,05:41 /km,10.54 km/h,00:27:26,00:55:23,01:23:45,01:53:58
2663,22407,ANDRES ALEJANDRO GONZALEZ BRICENO,02:35:52,02:00:01,05:41 /km,10.54 km/h,00:29:13,00:57:57,01:27:15,01:54:45
2664,28655,DIEGO GOMEZ ARROYO DE ANDA,02:54:29,02:00:02,05:41 /km,10.54 km/h,00:30:00,00:58:00,01:27:02,01:54:25
2665,13946,ELIAS COFFAU GOMEZ,02:30:26,02:00:02,05:41 /km,10.54 km/h,00:28:38,00:57:30,01:26:51,01:54:15
2666,16328,MILTON CARLOS GUERRER PEREZ,02:49:47,02:00:03,05:41 /km,10.54 km/h,00:32:03,00:58:47,01:27:27,01:54:27
2667,15411,MARCOS TORRES JUÁREZ,02:33:12,02:00:03,05:41 /km,10.54 km/h,00:28:12,00:57:43,01:27:04,01:54:38
2668,22100,JESUS OBREGON GARCIA,02:11:37,02:00:04,05:41 /km,10.54 km/h,00:28:07,00:55:51,01:25:16,01:54:06
2669,16517,DAVID EDUARDO LOPEZ CAMACHO,02:32:26,02:00:05,05:41 /km,10.54 km/h,00:27:56,00:56:09,01:26:15,01:53:56
2670,1327,JERONIMO NORIEGA ORTIZ,02:14:41,02:00:06,05:41 /km,10.54 km/h,00:28:01,00:53:30,01:19:31,01:54:30
2671,9434,SEBASTIAN ZUNIGA LUCERO,02:12:37,02:00:06,05:41 /km,10.54 km/h,00:26:36,00:54:42,01:22:55,01:53:13
2672,11514,EMILIANO ALVAREZ INCHAURREGUI,02:38:34,02:00:06,05:41 /km,10.53 km/h,00:28:51,00:57:51,01:26:52,01:54:39
2673,16752,MANUEL SANTIAGO TENANGO,02:37:40,02:00:07,05:41 /km,10.53 km/h,00:28:17,00:55:24,01:22:33,01:52:43
2674,7136,DIEGO MORA BERMEJO,02:19:33,02:00:08,05:41 /km,10.53 km/h,00:29:33,00:59:16,01:27:50,01:54:57
2675,1207,ASAF MARTINEZ VELASCO,02:14:28,02:00:08,05:41 /km,10.53 km/h,00:30:38,00:59:02,01:27:10,01:54:15
2676,28931,JUAN MAHECHA ZULETA,02:37:45,02:00:09,05:41 /km,10.53 km/h,00:29:24,00:58:23,01:27:24,01:54:50
2677,15746,OMAR PASTRANA RAMÍREZ,02:31:12,02:00:10,05:41 /km,10.53 km/h,00:26:23,00:55:43,01:25:06,01:54:02
2678,19309,MARIANO JIMÉNEZ ORVANANOS,02:34:09,02:00:10,05:41 /km,10.53 km/h,00:29:37,00:58:23,01:26:54,01:54:36
2679,24150,JOSÉ CARLOS QUIROZ SIERRA,02:15:04,02:00:10,05:41 /km,10.53 km/h,00:30:05,00:58:52,01:27:37,01:54:48
2680,8747,JESUS MARTÍNEZ RIVERA,02:05:44,02:00:12,05:41 /km,10.53 km/h,00:25:28,00:53:56,01:24:23,01:54:12
2681,2101,JUAN RAMON VALDOVINOS SÁNCHEZ,02:15:53,02:00:12,05:41 /km,10.53 km/h,00:30:21,00:58:26,01:26:21,01:54:32
2682,16975,SANTIAGO HERRERO DE LA TORRE,02:33:56,02:00:12,05:41 /km,10.53 km/h,00:27:22,00:55:57,01:25:58,01:54:11
2683,5421,DIEGO RAMSES OROZCO PAREDES,02:13:33,02:00:13,05:41 /km,10.53 km/h,00:27:25,00:55:54,01:23:47,01:53:51
2684,27113,MIGUEL ZARCO SOLIS,02:34:32,02:00:13,05:41 /km,10.52 km/h,00:27:59,00:55:23,01:23:24,01:53:03
2685,19793,ERICK RODRIGUEZ BARRERA,02:30:39,02:00:14,05:41 /km,10.52 km/h,00:27:27,00:57:02,01:26:19,01:54:16
2686,8466,JOSÉ ANDRÉS LOPEZ MEJIA,02:34:28,02:00:14,05:41 /km,10.52 km/h,00:30:49,00:59:27,01:27:41,01:54:47
2687,14910,MIGUEL HUMBERTO SERVIN ARCOS,02:12:59,02:00:14,05:41 /km,10.52 km/h,00:28:04,00:56:51,01:26:02,01:54:42
2688,10380,VICTOR CRUZ ANDREW,02:48:06,02:00:14,05:41 /km,10.52 km/h,00:27:17,00:56:17,01:25:20,01:54:20
2689,16073,FELIPE PADILLA DELFIN,02:34:55,02:00:14,05:41 /km,10.52 km/h,00:28:55,00:57:49,01:26:37,01:54:39
2690,25216,DYLAN ENRIQUE TEJEDA SANCHEZ,02:47:47,02:00:15,05:41 /km,10.52 km/h,00:29:40,00:58:10,01:27:35,01:54:41
2691,8220,FRANCISCO JAVIER MANZANARES MENDOZA,02:15:17,02:00:15,05:41 /km,10.52 km/h,00:28:51,00:56:41,01:25:38,01:53:46
